protein,kidneyTisue1,kidneyTisue2,kidneyTisue3,kidneyTisue4,kidneyTisue5,kidneyTisue6,kidneyTisue11,kidneyTisue12,kidneyTisue13,kidneyTisue14,kidneyTisue15,kidneyTisue16,kidneyTisue19,kidneyTisue20,kidneyTisue21,kidneyTisue22,kidneyTisue23,kidneyTisue24,kidneyTisue29,kidneyTisue30,kidneyTisue31,kidneyTisue32,kidneyTisue33,kidneyTisue34
Q9NVZ3,0.616996063,0.616996063,0.89426352,1.032060587,0.616996063,0.960880911,0.616996063,0.616996063,0.616996063,1.085074841,0.616996063,0.928783153,0.616996063,0.616996063,1.120129404,1.19073084,0.616996063,1.167388523,0.616996063,0.616996063,0.616996063,0.616996063,0.616996063,0.995200608
Q93008,0.715777566,0.715777566,0.715777566,1.19073084,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.120129404,0.715777566,0.715777566,0.715777566,1.167388523,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566
P36955,0.616996063,1.032060587,0.801933518,0.39936486,0.865865379,0.715777566,0.486017939,0.558242735,0.587783245,1.19073084,0.455244722,1.167388523,0.644033685,0.995200608,0.928783153,0.829856613,0.89426352,0.960880911,0.342473616,0.746709502,0.522520214,1.120129404,0.678762599,1.085074841
Q9UHY7,0.587783245,0.960880911,0.427304791,0.630514874,0.731243534,1.085074841,0.801933518,0.995200608,0.558242735,1.167388523,0.522520214,0.678762599,0.731243534,1.120129404,0.427304791,0.630514874,0.829856613,1.032060587,0.427304791,0.928783153,0.427304791,1.19073084,0.865865379,0.89426352
Q99729,0.455244722,0.928783153,0.39936486,1.032060587,0.558242735,0.865865379,0.342473616,0.960880911,0.616996063,0.801933518,0.661398142,1.19073084,0.522520214,0.995200608,0.486017939,1.085074841,0.587783245,0.829856613,0.746709502,0.89426352,0.715777566,1.167388523,0.661398142,1.120129404
Q6P1X6,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,1.19073084,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502
P60174,0.47063133,0.829856613,0.342473616,0.801933518,0.47063133,1.058567714,0.616996063,1.058567714,0.697270083,1.179059682,0.746709502,0.89426352,0.558242735,1.058567714,0.39936486,0.89426352,0.522520214,0.960880911,0.697270083,1.058567714,0.587783245,1.179059682,0.644033685,0.89426352
P14920,1.120129404,0.661398142,0.661398142,0.661398142,1.19073084,0.661398142,1.085074841,0.661398142,0.995200608,0.661398142,0.661398142,0.661398142,1.167388523,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,1.032060587,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142
Q9Y5P6,0.522520214,0.522520214,0.522520214,1.19073084,0.715777566,0.995200608,0.678762599,0.829856613,0.89426352,0.960880911,0.746709502,1.120129404,0.522520214,0.522520214,0.522520214,1.085074841,0.928783153,1.032060587,0.522520214,0.801933518,0.865865379,0.522520214,0.522520214,1.167388523
O14773,0.829856613,0.522520214,0.455244722,0.715777566,0.928783153,1.167388523,0.746709502,1.19073084,0.587783245,0.644033685,0.486017939,0.865865379,0.89426352,0.801933518,0.342473616,1.085074841,0.960880911,0.995200608,0.558242735,1.120129404,0.39936486,0.678762599,0.616996063,1.032060587
P14384,1.058567714,1.143758964,0.865865379,0.558242735,0.815895066,0.427304791,0.715777566,1.143758964,0.644033685,0.928783153,0.995200608,0.522520214,0.427304791,0.427304791,0.89426352,0.587783245,0.815895066,0.427304791,0.746709502,1.058567714,0.678762599,0.960880911,1.19073084,0.616996063
Q96M32,1.120129404,1.179059682,0.928783153,0.587783245,0.829856613,0.715777566,0.455244722,0.89426352,0.522520214,0.865865379,0.644033685,0.342473616,1.085074841,1.179059682,1.032060587,0.616996063,0.746709502,0.801933518,0.486017939,0.995200608,0.558242735,0.960880911,0.678762599,0.39936486
Q14974,0.455244722,0.928783153,0.342473616,1.085074841,0.39936486,0.865865379,0.522520214,0.829856613,0.678762599,0.89426352,0.616996063,1.032060587,0.558242735,0.960880911,0.644033685,1.19073084,1.167388523,0.801933518,1.120129404,0.715777566,0.486017939,0.746709502,0.587783245,0.995200608
O76041,0.57301299,0.57301299,0.960880911,0.57301299,1.167388523,0.57301299,0.801933518,0.995200608,0.829856613,0.57301299,0.928783153,0.57301299,0.89426352,0.57301299,1.032060587,0.57301299,1.19073084,0.57301299,1.120129404,0.57301299,0.865865379,0.57301299,1.085074841,0.57301299
P08670,0.616996063,0.928783153,0.678762599,1.179059682,0.486017939,1.120129404,0.342473616,0.815895066,0.746709502,0.928783153,0.558242735,1.058567714,0.616996063,0.928783153,0.616996063,1.179059682,0.522520214,0.928783153,0.39936486,0.815895066,0.715777566,0.928783153,0.455244722,1.058567714
Q9NVS9,1.120129404,0.829856613,0.995200608,0.486017939,1.085074841,0.661398142,1.167388523,0.616996063,0.960880911,0.715777566,0.746709502,0.661398142,1.032060587,0.865865379,0.801933518,0.486017939,0.89426352,0.486017939,0.486017939,0.486017939,1.19073084,0.486017939,0.928783153,0.486017939
Q13200,0.455244722,0.89426352,0.587783245,1.167388523,0.644033685,1.032060587,0.342473616,0.928783153,0.715777566,0.995200608,0.39936486,0.801933518,0.746709502,0.960880911,0.486017939,1.120129404,0.522520214,1.19073084,0.616996063,1.085074841,0.678762599,0.865865379,0.558242735,0.829856613
P61163,0.746709502,0.995200608,0.587783245,0.522520214,0.678762599,1.120129404,0.616996063,0.89426352,0.558242735,1.19073084,0.865865379,0.342473616,0.486017939,1.085074841,0.801933518,0.928783153,0.715777566,1.032060587,0.644033685,0.829856613,0.39936486,1.167388523,0.455244722,0.960880911
O14957,0.928783153,0.522520214,1.013630597,0.522520214,1.085074841,0.522520214,0.829856613,0.678762599,1.013630597,0.522520214,1.19073084,0.715777566,0.865865379,0.522520214,0.89426352,0.522520214,1.120129404,0.522520214,0.801933518,0.522520214,0.960880911,0.522520214,1.167388523,0.746709502
O60669,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151
P55884,0.455244722,0.865865379,0.644033685,1.167388523,0.829856613,0.587783245,0.486017939,0.715777566,0.746709502,0.995200608,0.522520214,1.120129404,0.39936486,0.558242735,0.616996063,1.19073084,0.928783153,0.801933518,0.342473616,0.678762599,0.89426352,1.032060587,0.960880911,1.085074841
O00233,0.616996063,0.960880911,0.746709502,0.486017939,0.522520214,1.032060587,0.644033685,1.167388523,0.715777566,0.558242735,0.39936486,0.865865379,0.89426352,1.085074841,0.829856613,0.587783245,0.678762599,0.995200608,0.928783153,0.342473616,0.801933518,1.19073084,0.455244722,1.120129404
P04899,0.616996063,0.928783153,0.455244722,1.032060587,0.486017939,0.678762599,0.342473616,0.865865379,0.715777566,1.120129404,0.801933518,1.19073084,0.644033685,0.995200608,0.522520214,1.085074841,0.558242735,0.829856613,0.39936486,0.89426352,0.587783245,1.167388523,0.746709502,0.960880911
Q16555,0.587783245,0.89426352,0.558242735,0.928783153,0.342473616,1.120129404,0.39936486,1.120129404,0.746709502,1.19073084,0.644033685,0.865865379,0.678762599,0.829856613,0.616996063,0.960880911,0.455244722,1.120129404,0.486017939,1.032060587,0.715777566,0.995200608,0.522520214,0.801933518
P36957,0.865865379,0.678762599,0.960880911,0.558242735,1.167388523,0.587783245,0.995200608,0.616996063,0.89426352,0.715777566,1.19073084,0.342473616,0.815895066,0.746709502,0.928783153,0.455244722,1.085074841,0.486017939,1.032060587,0.644033685,0.815895066,0.522520214,1.120129404,0.39936486
P10599,0.39936486,0.678762599,0.865865379,0.829856613,0.928783153,0.89426352,1.19073084,1.167388523,1.032060587,0.960880911,1.102602122,0.644033685,1.102602122,0.715777566,0.801933518,0.746709502,0.995200608,0.587783245,0.558242735,0.616996063,0.455244722,0.522520214,0.486017939,0.342473616
Q4U2R8,1.032060587,0.616996063,0.616996063,0.616996063,1.167388523,0.616996063,0.960880911,0.616996063,0.89426352,0.616996063,0.616996063,0.616996063,0.995200608,0.616996063,0.616996063,0.616996063,1.19073084,0.616996063,1.085074841,0.616996063,1.120129404,0.616996063,0.928783153,0.616996063
O00410,0.644033685,0.995200608,0.678762599,1.19073084,0.370919238,0.829856613,0.455244722,0.865865379,0.522520214,0.960880911,0.486017939,0.801933518,0.616996063,1.032060587,0.746709502,1.167388523,0.715777566,0.928783153,0.370919238,0.89426352,0.587783245,1.120129404,0.558242735,1.085074841
O75083,0.644033685,0.865865379,0.715777566,1.19073084,0.522520214,1.085074841,0.39936486,0.342473616,0.746709502,0.995200608,0.616996063,1.120129404,0.678762599,0.944832032,0.801933518,1.167388523,0.57301299,0.89426352,0.486017939,0.455244722,0.829856613,0.944832032,0.57301299,1.032060587
P07437,0.486017939,0.829856613,0.455244722,0.995200608,0.342473616,0.960880911,0.522520214,1.120129404,0.746709502,0.865865379,0.630514874,1.179059682,0.678762599,0.801933518,0.558242735,1.085074841,0.39936486,0.928783153,0.587783245,1.032060587,0.715777566,0.89426352,0.630514874,1.179059682
Q9P2T1,0.731243534,1.19073084,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,1.167388523,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534
Q6VY07,1.032060587,0.630514874,0.995200608,0.630514874,0.630514874,0.630514874,0.960880911,0.630514874,0.928783153,0.630514874,0.630514874,1.179059682,0.630514874,0.630514874,1.085074841,1.179059682,0.630514874,0.630514874,0.630514874,0.630514874,1.120129404,0.630514874,0.630514874,0.630514874
Q13177,0.678762599,0.678762599,0.678762599,1.120129404,0.678762599,0.678762599,0.678762599,1.032060587,0.678762599,0.678762599,0.678762599,1.085074841,0.678762599,0.678762599,0.678762599,1.167388523,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.19073084
Q96CW1,0.829856613,0.587783245,1.032060587,1.19073084,0.801933518,0.455244722,0.746709502,0.697270083,0.89426352,0.522520214,0.342473616,1.167388523,0.865865379,0.616996063,0.995200608,1.120129404,0.644033685,0.39936486,0.928783153,0.558242735,0.960880911,0.486017939,0.697270083,1.085074841
Q96AB3,0.995200608,0.89426352,0.558242735,1.032060587,0.644033685,0.678762599,0.486017939,0.960880911,0.455244722,0.746709502,0.522520214,0.370919238,1.19073084,0.801933518,0.370919238,0.865865379,1.120129404,1.085074841,0.616996063,0.829856613,0.928783153,1.167388523,0.587783245,0.715777566
P52758,1.032060587,0.342473616,0.746709502,0.455244722,0.995200608,0.522520214,1.19073084,0.616996063,0.89426352,0.865865379,1.167388523,0.678762599,0.960880911,0.486017939,0.715777566,0.39936486,0.928783153,0.587783245,1.085074841,0.558242735,0.829856613,0.801933518,1.120129404,0.644033685
P01598,0.558242735,0.995200608,0.960880911,1.167388523,0.715777566,1.19073084,0.486017939,0.829856613,0.746709502,0.865865379,0.455244722,0.644033685,0.522520214,1.032060587,0.928783153,1.085074841,0.616996063,1.120129404,0.39936486,0.801933518,0.678762599,0.89426352,0.342473616,0.587783245
Q6IBS0,0.522520214,1.167388523,0.522520214,1.19073084,0.522520214,0.865865379,0.678762599,0.829856613,0.522520214,1.032060587,0.522520214,0.801933518,0.928783153,0.522520214,0.522520214,1.085074841,0.522520214,1.120129404,0.746709502,0.89426352,0.715777566,0.995200608,0.522520214,0.960880911
Q6UXV4,1.167388523,0.678762599,1.19073084,0.678762599,0.678762599,0.678762599,1.120129404,0.678762599,1.032060587,0.678762599,1.085074841,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599
Q14195,0.746709502,0.928783153,0.678762599,1.120129404,0.801933518,0.486017939,0.644033685,0.865865379,0.486017939,1.032060587,0.616996063,1.167388523,0.486017939,0.960880911,0.486017939,0.995200608,0.486017939,0.486017939,0.829856613,0.89426352,0.486017939,1.085074841,0.715777566,1.19073084
Q9NZJ5,0.602389654,0.602389654,0.995200608,0.865865379,1.032060587,0.602389654,0.602389654,0.602389654,0.960880911,1.120129404,0.602389654,1.085074841,0.602389654,0.602389654,0.602389654,0.89426352,0.602389654,0.602389654,0.602389654,0.602389654,0.928783153,1.19073084,0.602389654,1.167388523
P30837,0.928783153,0.644033685,1.143758964,0.678762599,1.085074841,0.486017939,0.865865379,0.39936486,1.143758964,0.715777566,0.801933518,0.746709502,0.960880911,0.616996063,1.032060587,0.558242735,1.19073084,0.39936486,0.89426352,0.39936486,0.995200608,0.587783245,0.829856613,0.522520214
Q9H4A4,0.587783245,0.801933518,0.486017939,0.865865379,0.678762599,1.032060587,0.731243534,1.19073084,0.89426352,1.085074841,0.342473616,0.455244722,0.522520214,0.644033685,0.558242735,0.731243534,0.829856613,0.995200608,0.928783153,1.167388523,0.960880911,1.120129404,0.39936486,0.616996063
P09874,0.995200608,0.829856613,0.47063133,1.167388523,0.616996063,0.89426352,0.522520214,0.587783245,0.558242735,0.865865379,0.47063133,1.120129404,0.746709502,0.342473616,0.39936486,1.19073084,0.678762599,0.960880911,0.715777566,1.085074841,0.801933518,0.928783153,0.644033685,1.032060587
P63151,0.602389654,0.960880911,0.602389654,1.085074841,0.602389654,1.19073084,0.602389654,0.928783153,0.602389654,1.032060587,0.602389654,0.602389654,0.89426352,0.602389654,0.602389654,0.602389654,0.602389654,1.167388523,0.602389654,0.995200608,0.602389654,1.120129404,0.865865379,0.602389654
O43237,0.746709502,1.167388523,0.522520214,0.960880911,0.715777566,0.865865379,0.486017939,0.829856613,0.587783245,1.120129404,0.558242735,0.678762599,0.342473616,0.995200608,0.616996063,1.032060587,0.39936486,0.89426352,0.644033685,1.085074841,0.801933518,1.19073084,0.455244722,0.928783153
P28482,0.540381474,0.540381474,0.540381474,0.865865379,0.540381474,0.995200608,0.801933518,1.032060587,0.746709502,0.928783153,0.829856613,0.960880911,0.540381474,0.540381474,0.540381474,0.89426352,0.540381474,1.085074841,0.540381474,1.167388523,0.540381474,1.19073084,0.715777566,1.120129404
Q9H477,0.644033685,1.085074841,0.486017939,0.370919238,0.715777566,0.746709502,0.865865379,1.167388523,0.455244722,0.928783153,0.587783245,0.89426352,0.801933518,1.032060587,0.558242735,0.370919238,0.829856613,0.678762599,0.995200608,1.19073084,0.960880911,1.120129404,0.522520214,0.616996063
Q9NRY5,1.167388523,1.032060587,0.960880911,0.587783245,1.085074841,0.865865379,0.587783245,0.89426352,0.587783245,0.587783245,0.587783245,0.587783245,1.120129404,0.995200608,0.928783153,0.587783245,0.587783245,0.587783245,0.587783245,0.587783245,0.587783245,0.587783245,1.19073084,0.829856613
Q9NR45,0.801933518,0.995200608,0.342473616,0.678762599,0.558242735,1.120129404,0.746709502,1.19073084,0.455244722,0.829856613,0.522520214,1.058567714,0.89426352,1.058567714,0.587783245,0.960880911,0.616996063,1.167388523,0.644033685,0.928783153,0.39936486,0.865865379,0.486017939,0.715777566
Q6GMR7,1.085074841,0.678762599,0.678762599,0.678762599,1.032060587,0.678762599,1.167388523,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.120129404,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.19073084,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599
P18859,1.167388523,0.558242735,1.19073084,0.455244722,1.120129404,0.644033685,0.995200608,0.678762599,0.746709502,0.616996063,0.960880911,0.801933518,0.89426352,0.587783245,0.865865379,0.455244722,0.928783153,0.715777566,1.085074841,0.455244722,0.829856613,0.455244722,1.032060587,0.455244722
P09211,0.644033685,0.89426352,0.522520214,0.39936486,0.486017939,0.995200608,0.715777566,1.032060587,0.587783245,1.120129404,0.829856613,0.928783153,0.558242735,0.77432151,0.616996063,0.342473616,0.455244722,1.179059682,0.865865379,1.085074841,0.678762599,1.179059682,0.77432151,0.960880911
P18031,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,1.19073084
O14681,0.89426352,0.960880911,0.678762599,0.486017939,0.486017939,0.801933518,1.085074841,1.19073084,0.644033685,0.928783153,0.616996063,0.486017939,0.865865379,0.995200608,0.746709502,0.486017939,0.486017939,0.715777566,1.143758964,1.143758964,0.829856613,1.032060587,0.486017939,0.486017939
P16157,0.960880911,1.167388523,0.616996063,1.032060587,0.616996063,1.085074841,0.616996063,0.995200608,0.616996063,0.616996063,0.616996063,0.616996063,0.928783153,1.19073084,0.89426352,0.616996063,0.616996063,1.120129404,0.616996063,0.616996063,0.616996063,0.616996063,0.616996063,0.616996063
P14314,0.486017939,0.89426352,0.39936486,1.120129404,0.616996063,1.19073084,0.678762599,0.995200608,0.587783245,0.801933518,0.455244722,0.865865379,0.746709502,0.928783153,0.715777566,1.085074841,0.342473616,1.167388523,0.522520214,0.960880911,0.644033685,1.032060587,0.558242735,0.829856613
Q08209,0.801933518,1.032060587,0.616996063,1.19073084,0.746709502,0.911523337,0.715777566,0.455244722,0.865865379,0.911523337,1.120129404,0.455244722,0.829856613,0.97804076,0.678762599,0.455244722,0.587783245,1.085074841,0.455244722,0.558242735,0.97804076,0.455244722,1.167388523,0.644033685
Q9UGV2,0.715777566,0.715777566,0.715777566,1.167388523,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.120129404,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.19073084
P49406,0.801933518,0.522520214,0.731243534,1.085074841,1.19073084,0.522520214,0.731243534,0.522520214,0.678762599,0.522520214,1.167388523,1.013630597,0.865865379,0.522520214,0.89426352,1.120129404,1.013630597,0.522520214,0.960880911,0.522520214,0.829856613,0.522520214,0.928783153,0.522520214
O60506,0.928783153,0.644033685,0.342473616,1.167388523,0.89426352,0.587783245,0.715777566,0.558242735,0.995200608,0.455244722,0.678762599,1.120129404,0.865865379,0.801933518,0.616996063,1.032060587,0.486017939,1.085074841,0.829856613,0.39936486,0.960880911,0.522520214,0.746709502,1.19073084
Q9UI12,0.89426352,0.455244722,1.085074841,0.455244722,1.167388523,0.587783245,0.865865379,0.829856613,0.995200608,0.455244722,0.616996063,0.558242735,0.928783153,0.455244722,1.19073084,0.455244722,1.120129404,0.715777566,1.032060587,0.960880911,0.801933518,0.746709502,0.678762599,0.644033685
Q9P0Z9,1.120129404,0.57301299,0.865865379,0.57301299,1.085074841,0.57301299,1.167388523,0.57301299,0.960880911,0.57301299,0.801933518,0.57301299,1.19073084,0.57301299,0.829856613,0.57301299,1.032060587,0.57301299,0.995200608,0.57301299,0.928783153,0.57301299,0.89426352,0.57301299
P02652,0.995200608,1.167388523,0.39936486,0.455244722,0.89426352,0.558242735,0.616996063,1.085074841,0.342473616,0.801933518,0.715777566,0.486017939,0.928783153,0.746709502,0.678762599,0.522520214,1.120129404,0.829856613,0.960880911,1.19073084,0.644033685,1.032060587,0.865865379,0.587783245
Q9NRX2,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151
Q99653,0.960880911,0.602389654,0.602389654,0.602389654,1.120129404,0.602389654,0.928783153,0.602389654,0.865865379,0.602389654,0.89426352,0.602389654,1.032060587,0.602389654,0.602389654,0.602389654,1.19073084,0.602389654,1.167388523,0.602389654,0.995200608,0.602389654,1.085074841,0.602389654
O94875,0.77432151,0.455244722,0.97804076,0.455244722,0.77432151,1.032060587,0.616996063,1.085074841,0.558242735,1.19073084,0.928783153,0.455244722,0.865865379,1.120129404,0.678762599,0.455244722,0.829856613,0.644033685,0.89426352,0.97804076,0.587783245,1.167388523,0.715777566,0.455244722
P17655,0.342473616,0.616996063,0.715777566,1.19073084,0.486017939,0.960880911,0.587783245,0.89426352,0.865865379,1.032060587,0.558242735,0.746709502,0.455244722,0.644033685,0.522520214,1.167388523,0.39936486,0.801933518,0.995200608,1.120129404,0.928783153,1.085074841,0.678762599,0.829856613
Q9HCF6,1.085074841,0.540381474,0.829856613,0.540381474,0.995200608,0.540381474,1.19073084,0.715777566,0.540381474,0.540381474,0.928783153,0.540381474,1.120129404,0.801933518,0.865865379,0.540381474,1.032060587,0.540381474,1.167388523,0.746709502,0.89426352,0.540381474,0.960880911,0.540381474
Q99584,0.616996063,0.801933518,0.960880911,1.167388523,0.39936486,1.19073084,0.455244722,0.865865379,0.558242735,1.032060587,0.644033685,0.522520214,0.715777566,0.829856613,0.342473616,1.120129404,0.587783245,0.995200608,0.486017939,0.89426352,0.746709502,1.085074841,0.678762599,0.928783153
Q9Y617,0.97804076,0.540381474,1.085074841,0.540381474,1.032060587,0.540381474,0.865865379,0.540381474,1.167388523,0.540381474,0.801933518,0.746709502,0.928783153,0.540381474,1.120129404,0.540381474,0.97804076,0.540381474,0.89426352,0.540381474,1.19073084,0.540381474,0.829856613,0.715777566
P11279,0.486017939,0.801933518,1.19073084,0.678762599,0.39936486,0.558242735,0.587783245,0.829856613,1.120129404,0.746709502,0.616996063,0.995200608,0.455244722,0.960880911,1.167388523,0.715777566,1.032060587,0.342473616,0.865865379,0.89426352,1.085074841,0.928783153,0.522520214,0.644033685
O75937,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,1.032060587,0.661398142,1.120129404,0.661398142,0.661398142,0.995200608,1.085074841,0.661398142,0.661398142,0.661398142,1.19073084,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,1.167388523
P00740,0.829856613,0.486017939,0.801933518,0.39936486,0.89426352,0.616996063,0.960880911,0.522520214,1.120129404,0.715777566,1.085074841,0.587783245,1.032060587,0.455244722,0.865865379,0.342473616,0.995200608,0.678762599,0.928783153,0.558242735,1.19073084,0.746709502,1.167388523,0.644033685
Q9NZI5,1.085074841,0.661398142,1.167388523,0.661398142,0.661398142,0.661398142,0.661398142,0.995200608,0.661398142,1.120129404,0.661398142,0.661398142,1.032060587,0.661398142,1.19073084,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142
P09669,0.829856613,0.522520214,0.928783153,0.522520214,0.995200608,0.522520214,1.032060587,0.522520214,0.865865379,0.678762599,1.167388523,0.746709502,0.801933518,0.522520214,1.120129404,0.522520214,0.960880911,0.522520214,1.19073084,0.522520214,0.89426352,0.522520214,1.085074841,0.715777566
P17252,1.032060587,0.630514874,0.928783153,1.19073084,1.085074841,0.630514874,0.630514874,0.630514874,0.995200608,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,0.960880911,1.167388523,1.120129404,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874
P09525,0.522520214,1.19073084,0.587783245,0.829856613,0.455244722,1.120129404,0.342473616,0.995200608,0.678762599,0.928783153,0.644033685,0.865865379,0.486017939,1.167388523,0.715777566,0.801933518,0.39936486,1.058567714,0.558242735,1.058567714,0.616996063,0.960880911,0.746709502,0.89426352
P10644,0.678762599,0.39936486,0.486017939,1.032060587,0.558242735,1.167388523,0.801933518,0.995200608,0.522520214,0.89426352,0.587783245,0.928783153,0.39936486,0.39936486,0.644033685,1.120129404,0.616996063,1.19073084,0.865865379,1.085074841,0.746709502,0.960880911,0.715777566,0.829856613
Q9Y696,1.120129404,0.486017939,0.644033685,0.342473616,0.801933518,0.522520214,0.89426352,0.746709502,0.865865379,0.616996063,1.032060587,1.19073084,1.085074841,0.455244722,0.558242735,0.39936486,0.960880911,0.587783245,0.928783153,0.715777566,0.829856613,0.678762599,0.995200608,1.167388523
P43490,0.522520214,0.995200608,0.602389654,1.167388523,0.427304791,0.960880911,0.427304791,0.801933518,0.678762599,0.928783153,0.644033685,1.120129404,0.427304791,1.032060587,0.602389654,1.19073084,0.427304791,0.865865379,0.558242735,0.829856613,0.746709502,0.89426352,0.715777566,1.085074841
P0CG38,0.644033685,1.120129404,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.960880911,1.032060587,1.085074841,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,1.19073084,0.995200608,0.644033685,0.644033685,0.644033685,1.167388523,0.644033685
Q16795,0.89426352,0.540381474,1.120129404,0.540381474,1.085074841,0.540381474,0.960880911,0.540381474,0.829856613,0.540381474,1.167388523,0.715777566,0.865865379,0.540381474,1.032060587,0.540381474,0.995200608,0.540381474,0.801933518,0.540381474,0.928783153,0.540381474,1.19073084,0.746709502
Q16595,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.120129404,0.715777566,1.19073084,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.167388523,0.715777566,0.715777566,0.715777566,0.715777566
O75880,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151
O95169,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.19073084,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.120129404,0.715777566,0.715777566,0.715777566,1.167388523,0.715777566
P15559,1.167388523,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.120129404,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.19073084,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.085074841,0.697270083
O43837,0.57301299,0.57301299,0.960880911,0.57301299,1.120129404,0.57301299,0.865865379,0.57301299,0.801933518,0.57301299,1.032060587,0.57301299,0.995200608,1.167388523,1.085074841,0.57301299,1.19073084,0.57301299,0.928783153,0.57301299,0.829856613,0.57301299,0.89426352,0.57301299
Q8WX93,0.746709502,0.928783153,0.644033685,0.486017939,0.715777566,0.486017939,0.616996063,0.486017939,1.085074841,0.89426352,0.995200608,1.032060587,0.678762599,0.960880911,0.865865379,0.486017939,0.801933518,0.486017939,0.829856613,0.486017939,1.120129404,0.486017939,1.167388523,1.19073084
Q9H0E2,1.085074841,0.602389654,0.865865379,0.602389654,0.602389654,0.89426352,0.602389654,1.120129404,0.602389654,0.602389654,0.995200608,0.602389654,1.167388523,0.602389654,0.602389654,0.602389654,0.928783153,0.960880911,0.602389654,1.19073084,0.602389654,0.602389654,1.032060587,0.602389654
Q9BPW8,1.085074841,0.39936486,0.486017939,0.342473616,0.829856613,0.746709502,0.960880911,0.587783245,0.644033685,0.558242735,0.89426352,0.865865379,1.032060587,0.455244722,0.522520214,0.715777566,1.19073084,0.928783153,0.995200608,0.801933518,1.167388523,0.616996063,0.678762599,1.120129404
Q99715,1.120129404,0.865865379,0.522520214,0.715777566,0.97804076,0.801933518,0.928783153,0.39936486,0.678762599,0.89426352,0.486017939,1.19073084,1.085074841,0.39936486,0.616996063,0.644033685,0.97804076,0.587783245,1.032060587,0.39936486,0.746709502,0.829856613,0.558242735,1.167388523
