Celline, MCF7, T47D, ZR751, AU565, BT474, SkBr3, BT20, HCC1143, HCC1806, HCC1937, HCC70, MB468, BT549, HCC1395, Hs578t, MB157, MB231, MB436
P60981,-0.510634932,0.4456334,0.211335059,0.224770289,0.050382237,1.028518045,-0.00674351,-0.031588525,-0.605168421,-0.533332796,-0.408121959,0.116263486,-0.061022227,0.00674351,0.748517774,0.67193187,-0.372874966,-1.284555178
O95747,0.123898077,-0.016778634,-0.41232594,0.656570334,-0.671005679,1.162800324,0.016778634,-0.388034151,0.330564804,-0.071758087,-0.369150693,-0.497671436,0.380886923,0.158653501,0.695619483,-0.193122957,0.534523171,-0.105386815
O75410,-0.507376544,0.351266896,-0.019561625,0.216288748,-0.633547193,0.569349481,0.140888203,-0.098624543,0.019561625,-0.535019924,-1.000629615,-0.285405171,0.498294453,-0.476464446,0.472289711,0.40873433,0.322106915,-0.684899963
E9PC69,0.045100144,0.054557801,-0.308020772,0.112577375,0.291946303,0.12536244,-0.053545522,-0.146741541,-0.293909221,0.253092217,0.267605231,0.270644323,-0.391832913,0.001652634,-0.411855815,-0.024153802,-0.156858872,-0.001652634
Q96RQ3,0.339560716,0.87005727,0.314486533,0.921973357,1.486165237,0.85852451,0.34950649,-0.570772192,-0.187858329,0.611778049,0.187858329,-0.720181608,-0.40431262,-0.580747255,-0.234235814,-0.545149836,-0.406691286,-0.793174935
A0A0A0MRJ3,NA,-0.239908903,NA,-0.160335312,NA,0,1.340284353,NA,-0.373133546,0.834124142,NA,NA,NA,NA,1.329386167,1.980627245,NA,-0.209075422
Q9UPN4-2,0.002803621,0.106975198,0.296994031,-0.127053807,-0.34744189,0.062459461,0.010974818,0.467091356,-0.315948772,0.081247679,-0.173030939,0.546220789,-0.002803621,0.104425884,-0.210949126,-0.068354489,-0.024906833,-0.012499259
Q13123,-0.001840803,-0.038323454,-0.173885309,-0.143277403,0.004343205,-0.117810314,-0.201488158,0.009736747,0.137451165,0.016301199,0.1022117,0.001840803,0.060544171,-0.290941527,-0.397117323,0.045622542,-0.208961007,0.649325422
Q13867,-0.176048872,0.110525087,-0.03536629,0.9218919,0.01914161,0.47713262,-1.20942698,-0.021403398,0.679504624,0.045250431,-1.511803347,-0.540387625,-0.01914161,-0.652809393,0.392189702,0.47573452,0.379379193,-0.626921053
Q92793,0.539257189,0.159547496,0.355482003,-0.020816712,0.102417661,0.190451175,-0.117641643,0.214221867,0.020816712,-0.326535817,0.291347056,-0.153646968,-0.106675365,0.161762664,-0.17091716,-0.07029483,-0.115225708,-0.28527883
Q92769,0.173323845,-0.182859638,-0.495922532,0.234496059,0.760988448,0.240060845,0.181205664,-0.186939968,-0.326541938,-0.126099336,-0.350575919,0.441851518,-0.209290968,0.160894193,-0.174283824,0.035271091,-0.035271091,0.29620596
Q86SQ0,-1.022572675,-1.184432783,-1.157111606,-0.952891739,-1.365874183,-1.380547961,0.792410201,0.66602846,0.016137371,0.758533207,0.260246172,-0.458888443,0.712229256,-0.779513098,0.529143233,-0.016137371,0.305279557,0.730917538
P68400,-0.023895116,-0.134234705,0.048917438,0.009208882,0.120607261,0.15683386,-0.624104855,0.267470784,-0.171704268,0.104527702,0.000728135,0.004910305,-0.059026333,-0.097478729,-0.225814607,-0.000728135,-0.037418632,0.285756906
Q5VWV2,0.237166321,-0.313381224,-0.087239267,-0.0125837,-0.128237219,0.159782376,0.597154114,0.369683155,-0.049249376,0.250024207,1.22713037,-0.023269188,0.047544058,0.436932777,-0.420085797,-0.288704071,0.0125837,-0.190764594
P06132,-0.394904448,0.035139131,-0.264204742,-0.61174038,-1.016623183,-0.420617219,-0.299003562,-0.633454751,-0.035139131,-0.252735145,0.558642887,0.077799561,0.397614407,0.431971827,0.480757267,0.581353766,0.657567283,1.039946963
Q8WX92-2,0.359356202,0.359981625,0.179080443,-0.171537452,0.31403064,-0.111784601,0.585196059,-0.425915059,-0.028767375,-0.274870437,0.139797115,-0.351212102,-0.13906885,0.028767375,-0.455950065,-0.307282189,0.459804797,0.277080874
Q9BW27,-0.098456365,0.072306408,-0.136531025,-0.128224133,-0.126778456,0.008964495,0.047234245,0.488813539,0.244307396,-0.069079483,-0.133321291,0.080082867,-0.008964495,0.155581599,-0.155735852,0.378949034,0.320356801,-0.061655763
Q5VZL5,0.060702642,0.030780786,-0.193197927,-0.044680336,0.3123837,-0.053503763,0.002614613,-0.030907754,-0.002614613,-0.0394164,0.673791731,0.660847932,0.204667382,-0.011505165,0.103588915,-0.032413225,-0.105065027,0.368243781
Q9Y4B6,0.557106602,0.033714994,0.212940792,0.236978595,0.010938183,0.028209518,-0.018480081,-0.236528114,-0.010938183,0.2363167,-0.490896772,-0.148448501,-0.843403673,-0.448815523,-0.158799726,-0.81220297,0.319618528,0.220035724
Q9Y4F1,-0.100536789,0.216852774,0.259091985,-0.829696188,0.793702535,-0.18080814,-0.78761973,-0.333264757,-1.080131941,0.456590267,-0.155826731,0.099587348,0.355737689,0.090648264,0.171897399,1.285132169,-0.493784085,-0.090648264
P34896,1.233951608,1.487527579,-0.286945842,0.258605666,-0.07466934,-0.200776448,1.487657282,1.070785431,0.51825291,0.740112315,-0.209682051,-0.349914531,-0.13239148,-0.439341421,-0.323623324,0.10525225,0.07466934,-0.225725108
O00505,-0.140782359,-0.334925322,-0.033143641,0.000429589,0.274313238,0.183342446,0.415689722,-0.116052755,0.167617398,-0.137082024,-0.000429589,-0.024725182,0.538685721,-0.144119886,0.294267781,-0.368589844,0.062231973,0.038405416
M0R2Z9,0.197001351,0.060321247,-0.105670549,-0.210742436,0.078872708,-0.060321247,0.42227963,-0.435511323,-0.591905434,-0.194358205,-0.776104678,0.63085462,0.387397402,0.252020867,0.129142998,0.674565522,-0.149566492,-0.10302056
O75390,0.259070417,0.773779437,0.303110316,0.738085387,0.982114498,0.585917809,-0.464636752,0.38331834,-0.346398892,-0.270285525,-0.239374776,-0.115412595,0.070840954,-0.294555375,-0.183360789,-0.070840954,-0.398669063,0.17885783
P53041,0.028630092,-0.072017224,0.540803312,0.004819085,-0.004819085,0.307823332,-0.026525618,-0.05687381,0.35251869,-0.127557572,0.014129473,-0.012716509,0.167557205,-0.51504673,-0.474378655,-0.854840664,0.031749099,0.099979153
Q8IWI9,0.055666994,-0.233052086,-0.322476444,-0.055666994,0.168155075,0.116825813,0.238372868,0.314343241,0.23483835,0.055691911,-0.183187534,0.236135353,-0.25119102,-0.190623689,-0.521453146,-0.332696824,-0.355138078,0.326957836
Q9Y6X9,-0.041584277,-0.418959188,0.15775554,-0.066484105,0.365186386,0.19790961,-0.393929637,0.280190422,0.236070356,-0.514918283,0.173653366,0.240434283,-0.513287518,0.348375651,-0.771206741,0.041584277,-0.596111326,-0.291548226
P23458,0.054508964,0.600599772,-0.172862777,-0.320566086,-0.345766668,-0.181254632,-0.034184972,0.031595514,-0.705658223,-0.576701174,0.826940294,-0.031595514,2.291926487,-0.091118272,0.433498891,0.076324122,0.244052555,0.252026025
O94808,-0.162955274,-0.152981828,-0.184032876,0.032076498,-0.378480729,-0.032076498,-0.294407444,1.214154391,-0.079187199,1.010653588,-0.49277609,-0.566656023,1.620295155,0.058867146,0.976437754,1.933688338,1.019587444,3.101998056
Q14738,0.014701094,0.164976969,-0.167918982,-0.839740986,-0.026419433,-0.632956936,0.069808439,-0.091466288,-0.29076001,-0.014701094,-0.128384345,0.053823749,0.160164009,0.253471597,0.140669318,0.333091528,0.777320861,-0.273934058
P28288,-0.237650168,0.015764804,-0.199830397,0.835215991,-0.015764804,0.635493319,0.748164707,-0.473260317,-0.569268202,0.610395648,1.026611788,0.797296952,-0.29548353,-0.331987004,0.124933184,-0.072197285,0.062876485,-0.466019043
Q9NRY5,-0.163268885,0.750326567,-0.271658865,0.671977639,-0.422452458,0.468249069,-0.495033348,0.165698545,-0.104378691,-0.000998119,0.000998119,-0.023528313,0.136777976,0.167873191,0.137050833,1.021535362,-0.253891887,-0.588886579
P48449,0.415737679,0.016358929,-0.016358929,-0.434574242,0.334569281,-0.289429297,0.279046506,-0.244295623,-0.587418751,-0.228000633,-0.265341313,0.798059333,-0.078805521,0.173596164,0.20696978,0.042040656,0.267132633,-0.413374519
P40123,-0.374314229,0.695265762,-1.055056597,0.474197248,0.423375805,0.126005996,-0.239515642,-0.876093742,-0.823459602,-0.488665712,-1.291755476,-0.126005996,0.433594187,0.964625852,1.417364754,1.33250501,0.604198327,-0.141123689
P29590,-0.289882305,-0.633475819,-0.647389738,-0.961175372,-0.698959991,-0.778478528,0.655234182,1.400572841,-0.330416465,0.638425989,0.903666004,-0.009711797,0.738410401,0.607769088,-0.052632049,0.596114224,0.467209252,0.009711797
P20908,0.011402293,0.163549547,-0.461094463,-0.235362429,-0.30437739,-0.102319851,-0.004977131,0.004977131,-0.087183277,-0.045259986,-0.18008156,-0.51688876,2.042348764,2.750334621,2.765232926,3.679313982,0.422301843,0.172923464
Q12929,-0.184030869,0.138193767,-0.202612712,-0.588476887,-0.348111919,-0.771776518,-0.082024344,-0.033610693,0.033610693,0.455458106,0.281561466,-0.678209022,0.328702393,1.408465964,1.018389758,-0.237511259,0.115737406,0.409834584
Q13098-7,0.234453511,0.102165655,0.203770641,-0.151322048,0.31738072,-0.189340273,0.320694222,-0.018862067,-0.219905952,0.018862067,-0.308935607,0.253844869,-0.031588075,0.332401823,-0.166254604,0.324731432,-0.064291228,-0.24290263
A0A3F2YNW7,-0.291982103,0.027636156,-0.096199337,0.147278333,0.087818833,0.120062146,0.006998919,-0.038835663,0.062083841,-0.452668501,0.05576886,-0.15235891,0.165357518,0.241035985,-0.006998919,-0.446137664,-0.797774693,-0.953909754
Q14999-2,0.336602417,-0.20153792,-0.373936802,-0.591194525,0.178266538,-0.19415428,0.286460295,0.084043924,-0.329780686,-0.084043924,-0.149307467,0.563601098,0.541723486,-0.191066032,0.603848987,1.295398708,0.763205511,-0.564963662
P43155,-0.389526912,1.021923604,0.961430083,0.993209679,4.039284592,0.36338807,-0.928703235,-0.212043615,-1.739171153,-1.145058446,-0.962311753,0.250037955,0.497369453,-0.904028941,-0.591911867,0.331416891,0.212043615,-0.250466334
E7ETB3,1.087075475,-0.591644984,0.453219081,0.186909165,0.124889078,-0.018727534,0.34186326,-0.197842658,0.018727534,-0.576419798,-0.162590291,0.18173451,-0.359643061,-0.078234172,-0.325242436,0.362904918,-0.675502438,0.068610284
J3KS54,-0.029985822,-0.160322709,-0.080692408,0.029985822,-0.040385167,-0.245714513,0.199797479,-0.055824238,0.245317771,-0.762394455,0.23138679,0.232677473,0.067643657,0.180924821,0.109698127,-0.107619711,0.575875688,-0.418163966
O43815,-0.10851227,0.111640287,-0.077154529,0.021912452,-0.202103915,-0.029803037,0.500111975,0.07419907,0.883828957,-0.021912452,0.075980062,0.350970746,-0.223920451,-0.346796285,-0.067316797,0.196957915,-0.198334267,0.158302151
P55268,-0.043649741,0.043649741,0.064637601,-0.544080684,-0.853317854,-0.740494839,0.149703234,0.099233749,-0.284894423,0.635937963,0.252915515,-0.330760678,1.405311658,-0.228854302,1.049644749,-0.057897968,0.395256714,-0.320850033
Q96T51,0.30792125,0.133328441,-0.096682082,-0.023910443,-0.194512582,-0.004633504,0.416385657,0.320146594,-0.393125125,0.459236454,-0.162714652,0.004633504,0.264497464,-0.282579016,-0.32297989,-0.095259159,0.707680859,0.522784039
K7ER00,-0.054062235,0.146418882,-0.136538592,0.161971789,0.02441392,-0.056628254,-0.444590431,0.196088294,0.395193148,0.0150275,0.243428374,-0.0150275,-0.44706171,-0.29843237,-0.242328587,0.27319104,-0.496725714,0.248612771
Q96SI9,0.768635258,0.225448903,0.818863725,0.007142232,0.962750681,0.281286427,-0.23197199,-0.101222973,-0.418579011,0.218742855,-0.007142232,0.063129949,-0.474289125,0.083071161,-0.845261869,-0.436305027,-0.732125183,-0.080183207
Q9NQX3-2,0.162302327,0.679809209,0.485970722,1.345007798,0.147043863,0.993180019,-0.304577699,0.267351534,0.244567707,-0.32902749,-0.550599208,-0.132405607,-0.110821278,0.110821278,-0.337297961,-1.106928409,-0.174979257,-0.208214682
Q5T9A4,-0.284249393,-0.610236664,0.056556871,0.798400295,-0.0119473,0.574199908,0.0119473,-0.202879889,-0.426394413,-0.029858639,0.739499902,-0.439041204,1.496230951,1.050072717,0.096911874,-1.011030545,-0.175434693,1.818306059
Q12797,-0.625157026,-0.521935126,-0.317466288,0.188439461,0.047799236,-0.794816066,0.780549766,0.696950715,-0.071328904,-0.085751455,0.836216393,-0.047799236,0.265366262,2.269991631,0.894735254,-0.078679108,-0.158288513,0.079974952
P15559-3,NA,0.476192081,NA,0.13513159,NA,-0.227566468,1.589382676,NA,-0.036361924,0.947405049,NA,NA,NA,NA,-0.095045446,-0.018315469,NA,0
Q8N4C8,-0.498931164,-0.797150995,-0.588913967,-0.160402549,-0.269019896,0.027086139,0.637704592,0.049783833,0.401076472,0.167413173,0.359545466,-0.375454866,0.322926343,0.722887119,0.103214528,-0.432069603,-0.027086139,-0.268076726
P61201,0.194040984,0.205486448,0.116328084,0.000251314,0.18588475,-0.007355448,0.382052671,-0.105005751,-0.137778852,-0.070612525,-0.303317604,-0.04520305,0.000350699,0.292616329,-0.000251314,0.273442342,-0.001909053,-0.158561836
Q13283,-0.231254624,0.136995058,-0.35213799,0.04932063,-0.149538702,0.145629808,-0.168935825,0.210078623,-0.147192375,0.161804843,-0.125910038,0.021162394,0.101671108,-0.021162394,-0.034626864,-0.130535101,0.039556322,0.38092133
H0Y8T4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P23368,-0.635885956,-0.182457022,0.885378474,0.481096624,0.705238028,-0.252945593,-0.535115493,0.01450205,-0.709727903,-0.61587937,0.317973153,0.714977337,0.658057155,0.265879105,-0.01450205,-0.758327416,0.10438182,-1.32609303
Q13948,0.809977274,0.024500169,0.409770216,0.127404012,0.303544624,0.107547052,-0.094205462,-0.606703786,0.154838612,0.281168944,-0.039038455,-0.268273041,-0.548831329,0.393048272,-0.124952523,-0.024500169,-0.109631088,-0.135305202
A0A2U3TZN6,0.634805301,0.453205514,0.747380234,-0.49456546,0.397305154,-0.433814426,0.264829605,-1.011869236,-0.264829605,0.338381074,0.290852011,0.791566609,-1.291216297,-1.914622089,-1.65509398,-1.126167483,0.361107113,-0.854328458
Q9UG63-2,-0.52910695,-0.552609363,-0.620964776,-0.059746642,0.163553572,0.107585658,0.424911124,-0.521806105,-0.885514399,-0.389699558,-0.206683063,0.059746642,0.073531702,0.558268288,0.60364708,-0.275866283,0.357272972,0.673681616
Q8IWX8,0.124611748,-0.030660265,0.030660265,-0.037682982,0.161727956,-0.063755499,-0.169528229,0.414081228,0.32955455,-0.092859888,0.167218352,0.114162144,-0.206611013,-0.164834455,-0.398817058,0.040871874,-0.139810044,0.04803655
F8VZX2,0.327502555,0.475739005,-0.000895893,-0.16733719,0.319555868,0.000531899,0.191720283,0.126708071,-0.107072596,-0.099751536,-0.195456595,0.10455466,0.214379892,-0.294559156,0.016315712,-0.124529417,-0.213303346,-0.000531899
Q7Z4Q2,-0.819618647,-0.431624068,-0.677738898,0.748396755,0.307390589,0.603833208,0.719454395,-0.254543141,-0.168025351,0.723204276,0.793885734,1.022400823,-0.309946762,0.628779162,-0.120364813,-0.351068105,-0.391911468,0.120364813
Q9HB71,-0.304106294,0.075651242,0.001851341,0.281312055,0.270820679,0.11935362,-0.260182888,-0.48158017,0.084756111,0.216977672,-0.519548721,-0.001851341,-0.04890896,-0.517699657,-0.533652902,-0.73494258,0.043107961,0.482205679
Q99661,-0.664014491,-0.035985325,-0.603356219,-0.388681608,-0.209127102,0.176346459,-0.003309691,0.316754461,0.577005626,-0.103257933,0.464483442,0.464638602,-0.00043093,-0.2755061,0.00043093,0.088229323,0.448525907,0.975207875
Q9NUQ8,-0.271478276,0.496266398,0.037777574,0.134622222,-0.076211233,0.46332531,0.068877534,0.008534768,0.404031273,0.20423154,0.267309166,-0.566211171,-0.5733871,-0.528652665,-0.161428561,-0.351484606,-0.008534768,-0.381356937
Q86UK7,-0.032208524,-0.360248304,0.166468755,0.177260833,-0.067168356,0.12251467,-0.407346764,0.170734354,0.284117659,-0.363743444,0.017171106,-0.22375608,0.110740332,0.165909748,-0.118935372,-0.017171106,-0.309079198,0.092184081
Q9UHD2,0.355305663,0.554456866,0.334830882,-0.233795069,0.38102001,-0.170326236,0.057565998,-0.289871076,-0.148820878,-0.33405652,0.051980514,0.069421072,0.471832832,-0.139243203,-0.387342113,0.212688561,-0.103945398,-0.051980514
Q9BTE3-2,0.153351235,0.204356306,0.04144603,-0.151288981,-0.579248099,-0.03265817,-0.66123229,0.399161499,-0.028355608,-0.235155492,-0.170019591,0.284744061,-0.0881043,0.028355608,-0.080262019,0.149627491,0.605735982,0.447628755
Q13443,-0.403620401,0.6147834,-0.216954291,-0.257879406,-0.404600658,-0.000917419,0.819997399,0.621617786,-0.065837146,0.162357234,-0.099559661,0.000917419,2.502972383,-0.004060074,0.853603859,0.051179271,0.692020747,-0.023908951
O43896,-0.160172889,-0.050717225,0.058561477,-0.109778947,-0.169704888,-0.0656643,0.137287612,0.022967131,0.190145006,0.070330912,-0.003213288,0.003213288,0.515707383,-0.212073773,0.316960745,0.050696235,-0.154353531,-0.320704036
Q7L2H7,-0.216816805,0.162793707,-0.109284819,0.055048827,-0.094059625,-0.049949738,-0.186794827,0.302584458,0.12427732,-0.081853134,-0.333427258,0.13277112,-0.213865412,-0.249777811,0.059249269,0.049949738,0.742982654,0.566891653
Q8IXB1,-0.440578215,-0.275782691,0.39691837,0.11498065,-0.308280767,-0.033420532,0.634715524,0.428483281,0.807558548,-0.301090702,-0.47218695,0.033420532,-0.048049968,0.327378755,0.345926966,0.055941075,-0.172404499,-0.046312352
Q13492,0.097514988,0.164583156,-0.252456907,-0.466263063,-0.422616244,-0.619142772,0.156490547,-0.5322328,0.379327346,0.096770772,-0.144233548,-0.102645094,-0.096770772,-0.151629046,0.619237115,0.193368483,0.398570038,0.153670761
I3L4C2,-0.263215448,0.862275454,0.59182722,-0.433796328,-0.258384463,0.384717966,-0.021053418,0.61549727,0.823969307,0.65443111,0.021053418,0.256798479,-1.456235003,-0.999254038,-0.81750948,0.387367895,-0.429126615,-0.139087187
Q13523,0.022992099,0.115196211,-0.262991488,-0.430744297,0.510392531,-0.29161801,0.035861831,0.032674189,0.272934553,-0.613677148,-0.363133582,0.407213717,-0.245494911,-0.022992099,-0.351583699,0.052659783,0.193362832,-0.134863222
P06493,-0.562931282,0.960073144,0.064751549,-0.611038137,-0.116885505,0.342118926,0.043386364,0.323658106,-0.122310561,-0.416493426,-0.006436748,0.201164101,0.006436748,-0.732706555,-0.494205026,-0.32826195,0.529720797,0.228456763
A0A2R8YF49,0.476495521,-0.0784822,0.0784822,0.132706658,0.665007604,0.150298093,0.6526534,-0.528797114,-0.432474114,0.488953422,0.838530481,0.491321552,-1.246394224,-1.603973686,-1.698575397,-1.123344946,-0.406589985,-1.962053698
P28482,-0.222609526,-0.145339034,0.467385612,-0.093698515,0.002907867,0.065787441,-0.002907867,0.222838984,0.051134466,0.113166007,0.583056547,0.053220846,-0.23145311,-0.129652832,0.343392189,-0.127367368,-0.128356873,-0.204906083
O75362,1.474138876,0.008839254,0.7951212,0.449913664,0.65919683,0.862767618,-0.033632999,0.22569783,-0.274741775,0.026264145,-0.258984852,-0.051997722,0.358947501,-0.233669762,-0.410555213,-0.008839254,-0.138832612,-0.067635918
Q9Y2D5-6,-0.919192313,-0.742797395,-0.819960227,-0.254148241,-1.190359632,-0.905232125,0.046188118,-0.395062863,-0.046188118,0.38881761,-0.077775858,0.415050337,1.073570432,0.491986362,1.496886183,1.404255428,1.71108173,1.900747706
P09936,-0.900607195,0.191829597,-0.032623399,0.152382164,-0.590813741,-0.588103663,-0.586877117,-0.846494495,3.551255666,1.214226872,-0.072862146,-0.879837417,2.549587635,3.838467476,0.143029009,0.032623399,-0.958146027,2.657825456
P22087,-0.097651527,-0.150002001,-0.359547183,0.215551379,0.185042684,0.106936632,-0.036706873,0.537368881,0.351658774,0.384592907,-0.151985197,0.044345637,0.001736682,-0.001736682,-0.092468225,-0.507150178,-0.189045747,0.087225297
P41214,-0.081890496,0.139264788,0.313061772,0.21661067,-1.146382363,0.152490595,-0.209576629,0.274884363,0.028512257,0.073703846,-0.129673442,-0.439986182,-1.695395265,-0.004921562,-0.238520526,0.407756385,-0.088484236,0.004921562
Q9BTE3,0.032981886,0.203825342,-0.156931975,-0.33514842,-0.636992425,-0.030379334,-1.063122148,0.51226149,0.305663797,-0.295639115,-0.065257778,0.470569006,-0.164252825,0.030379334,-0.189316242,0.062973766,0.734354961,0.392152891
P05534,-0.216672635,-0.070271619,-0.556638061,0.070271619,-0.904682285,-0.212957562,0.618772938,-0.821761171,1.372123371,3.554077949,-0.549164508,2.386338837,0.394932983,-0.705328563,1.603725725,0.751692732,2.879689962,-0.13515373
Q14103-3,0.010582205,-0.010582205,0.07506914,-0.266870741,0.329353242,-0.110778969,-0.237298952,-0.313546445,0.482196747,-0.041853438,0.086569859,0.193384107,-0.063437366,0.211910129,-0.339065668,0.110171929,0.632830129,-0.379088047
Q6VY07,0.715601713,0.23023239,0.093465175,0.009225212,0.243643918,-0.009225212,-0.167451206,-0.525846335,-0.218905292,-0.077995676,0.020247107,-0.157863003,-0.24325789,0.237837734,0.199916276,-0.132849327,0.456699661,-0.119945228
Q8TF72,-0.016748901,-0.531171407,0.477621474,-0.104895434,1.143286261,0.157008472,0.016748901,0.344829635,-0.633496848,0.336212821,0.376829916,0.30166435,-0.33686652,-0.527562776,-0.173537704,-0.179110579,0.870767401,-1.033937215
Q9UK61,0.216280051,0.164885726,-0.149999205,-0.102300946,0.069878339,0.023587283,0.13596539,-0.29403744,-0.765349755,0.128548142,-0.096844647,-0.101570053,0.293631054,-0.059435241,-0.023587283,-0.395482387,0.202328557,0.044286808
P61981,0.172955317,-0.060060108,-0.349296562,0.333970655,0.087059532,0.415851226,-0.120418763,-0.447264635,-0.042655318,-0.506467777,0.308590896,-0.741810003,0.020423446,0.790679349,-0.020423446,0.157313432,-0.37158648,0.397450544
O00469-2,0.211199058,-0.198889591,-0.846313649,-0.762305049,-1.184578413,-0.884344423,-0.704180589,1.575801378,-0.8266656,0.398491467,0.501912797,-0.163864273,1.199604389,0.671278074,2.539869647,2.135309718,0.163864273,-0.917382108
P11172,0.215199713,0.070882033,-0.081416827,-0.113086141,0.470196695,-0.060684661,0.633077496,0.245084312,0.193891691,0.141916894,0.431179646,0.040561156,-0.128111021,-0.455233075,-0.040561156,-0.309108449,-0.412708335,-0.26515002
Q9H2U2,0.199630394,0.537109908,0.639259603,0.636647003,1.079335587,0.892923174,-0.153376126,-0.863914136,-0.667435266,0.192480884,-0.01193886,-0.307475508,0.01193886,-0.17651179,-1.01408184,-0.494915475,-0.381243407,0.195195882
Q92995,0.284246045,0.959592743,-0.218230301,0.332831184,-0.041131908,0.311808706,-0.38484932,-0.544563495,0.041131908,-0.073469661,-0.400166187,-1.029524671,0.042134747,0.347033962,0.403293529,-0.298255657,0.045409461,-0.283387934
Q8N6R0,-0.048692267,0.251495774,0.425070974,0.101666724,0.521569851,0.364391113,-0.021364769,-0.106067756,-0.659399985,-0.065071804,0.130122355,0.021364769,0.146174894,0.109931099,-0.635804362,-0.507758549,-0.236392896,-0.271766793
P11274,0.353964643,-0.339541879,0.420797916,-0.551952338,0.089354785,-0.527057334,0.295149139,0.486221441,-0.158838457,-0.046920334,0.421354841,0.009631111,-0.022875396,0.591541477,-0.107700013,-0.148500957,0.340482679,-0.009631111
P21796,-0.259468113,-0.225647516,0.049473241,0.345215672,0.50539557,0.052332482,-0.026980193,-0.095034351,-0.182873023,0.463702219,-0.246491809,0.210621207,0.183732948,-0.277655305,-0.343517735,-0.523072904,0.121848075,0.026980193
O14579,0.012721122,0.176588549,0.394357656,0.28189391,-0.135240374,0.172189257,-0.025417053,-0.147944751,0.177738914,-0.039707096,0.003629979,-0.073769242,-0.003629979,-0.147255195,0.131745837,0.222520875,-0.008985451,-0.020517274
Q86SQ0-3,NA,-0.383847128,NA,-0.653326324,NA,-0.739617608,-0.508906649,NA,1.896626802,0,NA,NA,NA,NA,0.828882196,1.500113748,NA,0.298367479
B7ZM99,0.041580135,-0.778061773,-0.339683722,-0.026903117,-0.317762603,0.301687516,-0.617525277,0.59901811,0.026903117,-0.118385148,-0.375202137,0.47193977,0.827102549,0.054157691,-0.052512767,-0.361428246,0.189263832,1.312918504
P51570-2,1.035289055,0.882648275,0.647917928,0.259594757,-0.352580274,0.573252686,-0.217115016,0.149703434,-0.217660317,-0.452004344,0.020266445,-0.030288892,-0.203381546,0.114968724,-0.137455502,1.258293509,-0.020266445,-0.096506615
O43681,0.184267931,0.167056203,-0.394854745,-0.865911989,-0.045146921,-0.864960176,0.045146921,-0.483231498,0.275233316,0.29580288,0.094028611,-0.278382304,-0.237274853,0.414391482,-0.127722188,0.216127932,-0.212709328,0.453110912
Q9UBE0,0.386835251,-0.176068715,0.306168259,-0.251499786,0.08539866,-0.187826596,0.046354588,0.037450127,0.329368789,0.113502026,-0.135263687,0.403605315,-0.060252237,-0.106972929,-0.189147091,0.288364318,-0.511868444,-0.037450127
P36551,-0.539549178,0.009688022,-0.009688022,-0.157343942,-0.111243825,-0.95186012,0.2868381,0.191029364,0.735336995,-0.460875288,0.518089764,0.477516256,-0.369309543,-0.690277867,0.809750921,-0.445986487,1.725424739,0.940843979
I3L4N8,0.648140681,0.248891975,0.704469149,0.103457434,0.077186075,0.142522071,-0.207162687,-0.194406628,-0.066511734,-0.493378746,-0.210941429,-0.036613286,0.69997308,0.036613286,-0.104164359,-0.149630903,0.323758185,-0.20576303
Q13131-2,0.454138393,0.313520281,-0.031060124,-0.273307424,-0.194120703,-0.396090763,0.212844286,0.002945813,0.327870369,-0.278245926,0.224492862,-0.370204668,-0.297404882,-0.002945813,-0.017172455,0.482268172,0.023091937,0.446262594
Q32P28,-0.17279293,-0.308780576,-0.772770342,-0.750260639,-0.301790485,-0.527615438,0.275323949,0.136850484,-0.218337948,-0.136850484,-0.358554335,0.51088607,2.207417095,2.240540888,2.770084515,2.705191208,1.723764309,1.31162108
Q6UB35,0.025375033,-0.533364145,-0.30132461,0.157930236,-0.195929338,0.175449713,-0.577138994,0.556547507,-0.379153268,0.101203801,-0.13883194,0.502610579,0.770042955,-0.025375033,-0.132975177,-0.222205298,0.228452173,1.138348535
Q6PJT7,0.341495021,0.283780078,0.015238806,0.329542502,0.554927384,0.196998273,-0.056733472,0.015416807,-0.00904287,-0.009439482,-0.106372651,-0.090713843,-0.197150714,-0.117614112,-0.339714614,0.319361073,-0.033778177,0.00904287
P05067-8,-1.095849611,NA,0.217321865,NA,-0.756171778,-0.644450028,0.167115609,0.098022534,NA,NA,0.567785476,-0.100304112,0.096865137,0.659022602,NA,-0.096865137,-0.570076884,NA
E7EWW0,0.133166332,-0.000415111,0.747897874,-1.410585945,-1.192067002,-1.537471991,0.050319735,0.335826379,-0.649124669,0.000415111,-0.595071041,-1.511331499,0.247528656,-0.785096297,0.001846312,0.283693185,-0.158463279,0.367753002
Q8N4C8-4,-0.84996447,-1.353190648,-0.916778048,0.281940866,-0.599682073,0.40300978,1.282826372,0.186507732,0.3751407,0.224377548,0.470607905,-0.650995259,-0.186507732,1.017706618,-0.313129784,-0.352304433,-0.221181804,0.61031007
Q9UQB8-5,-0.234492052,0.794480713,0.443671569,-0.272762254,-0.234229897,-0.034678909,0.105902131,0.50685986,0.699166001,0.361913217,-0.000417401,0.000417401,0.038248193,-0.504553465,-0.63581647,0.576931838,-0.10611176,-0.129970137
