Celline, MCF7, T47D, ZR751, AU565, BT474, SkBr3, BT20, HCC1143, HCC1806, HCC1937, HCC70, MB468, BT549, HCC1395, Hs578t, MB157, MB231, MB436
Q9H8M5,0.719643011,0.71057091,0.123290905,-0.395488407,-0.185456104,-0.551007947,0.213627266,0.270332243,-0.339317875,-0.007561462,-0.248464139,-0.091782472,1.157246585,-0.040476404,0.007561462,0.367567126,0.261897372,-0.131625979
Q9P086,0.131003982,0.127348176,-0.056002391,-0.428744914,0.110892504,-0.361561344,-0.169958727,0.013898428,0.272176675,-0.013191116,-0.039137172,-0.336076626,0.02935697,-0.345358165,-0.357106149,0.053285039,0.013191116,0.063136677
H3BRE2,-0.034491943,NA,0.174521369,NA,0.003063982,-0.262238302,0.576123308,0.136889499,NA,NA,-0.16126938,-0.10768982,0.219543685,-0.489429428,NA,0.136081802,-0.003063982,NA
Q9Y5U2,-0.042297179,-0.404882752,0.042297179,0.111028588,-0.213706004,0.137055547,0.182771151,0.290551867,-0.545997485,-0.226189245,-0.727938919,-0.187474492,-0.275288167,0.268567463,-0.168214644,0.26037321,0.218312097,0.226679578
Q3MIP1,-0.455734071,-0.747751256,0.159128287,-0.537190829,0.123381812,-1.318066866,0.586533678,1.563728589,-0.601365747,0.225340829,1.406057549,-0.132600094,0.800498864,0.391206357,-0.220673389,-0.123381812,-0.239912372,0.556087134
Q9NRN5,0.563770135,3.247082917,-0.533877107,-0.358775737,-0.743271453,0.792701892,1.656557038,-0.061215301,-0.043209984,-0.186068883,-1.086583302,2.498663199,0.141144932,-1.042837819,1.916461053,3.508342531,-0.256477358,0.043209984
Q9BZL1,-0.283430852,-0.235788451,-0.074688558,-0.500111864,0.032857227,-0.032857227,-0.109524429,-0.140676338,-0.417278303,0.064068893,0.16378161,2.045771144,0.189047755,-0.339538172,0.136483888,0.650486852,0.521059617,0.039943665
O95436,NA,-0.162498885,3.748536486,-0.254686199,NA,NA,NA,NA,0,0.820897328,3.377322485,NA,NA,0.112383417,-0.424527403,NA,NA,-0.199444088
Q92963-3,-0.238494592,-0.04208739,-0.349315303,-0.236893012,0.18743709,-0.179204606,-0.122464368,-0.002298455,-0.286616591,0.002298455,0.471820719,-0.237487861,0.134289231,0.577067636,0.374318345,0.389963014,0.624239433,1.237749948
Q6EEV4,-0.004257318,-0.141367813,-0.174975147,-0.253580559,0.031636476,-0.0509996,0.401951454,0.759128774,-0.270982422,0.126424475,0.019128224,0.004257318,-0.025719848,0.243997974,-0.061042262,0.172554291,-0.137700337,0.286645082
Q9BUE6-2,0.429309732,-0.492911679,-0.270491237,-0.1944442,0.278062804,0.224617416,-1.052543103,0.303182582,-0.538974405,0.501004026,0.387426621,-0.112771629,0.112771629,0.789814947,-0.113810819,-0.26026092,-0.26743073,0.968057635
Q8ND90,0.902719622,1.52232177,0.003360972,-0.866605997,0.686028719,-0.635412382,-0.443388259,0.043725333,-1.038937892,-0.058783881,-0.496637725,-1.079366197,0.50552965,-0.268347117,0.319995264,2.156711022,0.728642622,-0.003360972
Q9HA47-4,0.528717836,0.387134996,0.047559682,0.016223768,0.501158359,-0.117905055,0.126702404,-0.482020233,-0.022006438,-0.353289336,-0.411005142,0.154150365,-0.054881499,-0.222529482,-0.329740263,0.024202973,-0.016223768,0.259379448
Q86SJ2,1.252508289,-0.158978222,0.416147148,-0.099119671,-0.114188816,0.010330335,-0.254054719,-0.052430728,0.837038859,0.034912307,-0.126627,-0.093211914,0.894038227,2.272809735,-0.189438723,0.485363712,-0.010330335,0.020030041
Q7Z4G1,-0.305940592,0.258387854,-0.050605531,-0.222989507,-0.12290641,-0.254755447,0.075506404,0.1096742,-0.236180634,-0.020218556,0.053171553,-0.028896862,-0.027947081,0.118818763,0.398295556,0.519080045,0.020218556,0.479463423
O75094-4,0.527968587,0.056591804,-1.302343569,-0.050753886,-0.114597579,0.10115511,-0.082192402,-0.042148319,0.001947672,-0.001947672,-1.579414159,-0.235091594,1.616460226,1.589058883,0.933454481,1.414305414,-0.057247262,0.378518567
P63272,-0.100757126,-0.19869931,-0.189576569,0.228651517,0.348882174,0.300577292,0.0236525,0.5359961,0.006823602,0.59359556,0.498952026,0.590457553,-0.111265579,-0.134493225,-0.271669611,-0.18098035,-0.057479021,-0.006823602
Q5T2L0,-0.338144127,0.404439598,2.406501902,1.319324366,0.084014575,2.52693394,-0.211091151,0.600116671,-0.926046689,0.774938216,1.278680754,2.630263676,-0.084014575,-0.569055325,-0.798293884,-0.203195464,-0.576962178,-0.478967822
P17152,0.010111737,-0.03957859,-0.211458568,-0.026980518,0.20172079,-0.161030329,0.225390611,0.190054348,0.028206107,0.065015986,-0.399004776,-0.010111737,0.362626233,-0.450428456,-0.428963286,0.230092838,0.16255087,-0.169715589
Q96GY3,-0.346324827,0.215032245,0.125075143,0.002187279,-0.093053371,0.111999128,-0.283086857,-0.130421195,-0.000231662,-0.221198801,0.034079808,0.058390165,-0.360690327,0.000231662,-0.278434632,0.196684486,-0.37881517,0.1214044
Q6ZMP0,0.903047527,0.536872307,1.129109969,0.300945012,0.537009253,0.120879737,-0.005717925,-0.006704344,-0.043252475,-0.248207798,-0.226702213,-0.32438501,0.340946171,-0.429817643,0.087690221,-0.027447753,0.005717925,-0.082260256
O00472,-0.789909713,-0.751652159,-0.339869304,-0.789189284,-1.029241102,-1.193058272,-0.558840803,0.776367619,-0.221001466,0.03920369,0.222630277,-0.03920369,0.498047841,0.546809943,0.549585919,0.174138605,0.176637591,0.627213561
Q8NB15-1,0.178020517,-0.006817111,-0.184611369,0.473437222,-0.595556673,0.377484007,-0.866802656,-0.12232998,0.899472499,0.077436995,0.006817111,-0.232418662,-0.458733689,-0.228026379,-0.714735602,0.441203617,0.49951799,0.260236568
P15529,-0.560526316,0.215249337,0.516700505,-0.019098155,-0.485439459,-0.151250059,0.942097572,0.242205649,-0.125254502,-0.183296244,0.261543669,0.71205413,-0.252633729,0.039391125,-0.92304199,-0.744548364,0.139275035,0.019098155
P20962,0.725879374,-0.695352,0.778575191,-0.527669024,-1.23918126,-0.308791517,-0.098952183,0.384113361,-0.116345909,0.336704484,-0.838049008,-1.422590653,1.075850488,1.759712666,0.30836161,0.49953114,-0.586096205,0.098952183
Q9NQS3,0.085841332,-0.011759462,-0.160612321,-0.655204956,-0.46462219,-0.518472986,-0.198426211,-0.217440936,0.660522155,0.011759462,-0.266678656,-0.831952755,1.816037878,0.826494854,2.167417121,2.019225548,1.511493817,1.286226201
Q8IYH5,0.274308782,-0.34636635,-0.487391616,-0.026072023,-0.036959255,0.03176925,0.054883545,0.125418246,-0.222141391,-0.229826303,0.240409966,0.026072023,-0.060206436,0.217329409,-0.080123901,-0.257978459,0.277040951,0.267711175
A0A087X0M0,0.144342208,-0.087024739,-0.08367417,-0.42194932,0.133403518,-0.256755245,-0.203861661,0.236589823,0.407757951,-0.247148956,0.075820203,0.097334613,-0.01150423,-0.086106323,-0.189136151,0.01150423,0.030714768,0.061979957
A0A096LP69,0.094709017,-0.198993912,-0.647976337,-0.914559435,0.375709446,-0.569329081,-0.001415637,-0.707192168,0.148547716,0.001415637,-0.375220868,-0.312213169,0.79390923,1.25153603,0.338638722,1.483625796,-1.095911582,0.212445842
P60602,-0.301872427,0.331138852,-0.031308344,0.35078815,0.033809843,0.256294845,0.031308344,-0.325210789,-0.223632508,0.239085788,-0.528415982,0.18629176,0.119647398,-0.319776877,-0.172083931,0.231181108,-0.396955323,-0.084714591
O60346,-0.089068523,-0.392370584,-0.32423558,0.001267362,0.19826813,0.301691987,-0.100411605,0.258466089,0.151439329,-0.092501112,-0.001267362,0.032954551,0.045809665,-0.654055664,0.448432991,-0.109654452,0.462851245,-0.044079072
O43240,NA,-0.221277578,-0.697416696,0.314084334,NA,-0.163818029,-0.167187295,NA,0.568444212,3.012391225,0.747611036,NA,NA,-0.293645644,0.068692207,0.067603019,NA,-0.067603019
Q969R8,-0.143722672,0.022700046,0.499943812,0.501646368,-0.019438807,0.078548176,-0.326895565,-0.747999806,0.005620197,-0.233631794,0.412301493,-0.687859103,-0.005620197,0.073180682,0.136707176,-0.584530202,-0.659027548,0.5674448
Q9NXE8,-0.232100255,-0.184276741,-0.06412863,-0.306185174,2.170761755,-0.013481154,-0.135905156,0.00711268,0.37369411,-0.058034078,0.130453381,0.015415992,0.054605876,0.016152432,-0.30408171,-0.00711268,0.295409632,0.023745581
A0A0X1KG68,-0.299028208,-0.209201902,-0.217768552,-0.123981815,0.050294954,-0.365552451,-0.01329529,0.210788059,-0.334803559,-0.060885117,0.31732295,0.219247548,0.253281591,0.274151547,0.245093379,-0.774819562,0.449102529,0.01329529
Q6IQ32,0.412300098,-0.094763645,-0.173535362,0.075981501,0.962664107,0.215383989,-0.39969825,0.908414649,-0.05600475,-0.696449453,0.199473353,-0.112152161,0.274946018,-0.171722443,-0.011434399,-0.184197073,0.011434399,0.242535313
Q9HB09,-0.170757065,-0.030732142,0.42433932,-0.342764039,-0.41466486,0.30846,0.726002353,0.21973524,0.377148484,0.270852744,-0.619281941,-0.178709216,0.042269198,-0.058658331,0.030732142,-0.535781974,-0.214426884,0.672210187
Q13432,0.178363322,0.5518035,-0.024402611,0.351261645,0.249861886,0.49819622,-0.80818905,-0.21035141,-0.363133262,-0.127178495,-0.265438348,0.114620922,-0.330244355,-0.194011438,-0.255536876,0.422544502,0.024402611,0.122671607
O96033,0.081716962,0.947904269,0.270906379,0.384142442,-0.678711545,-0.28528923,-0.939027405,-0.081716962,-0.279463438,0.576869702,-0.158935719,-0.109547497,0.087607042,-0.372420412,0.39831497,-0.424008172,0.354526183,0.617095015
Q92934,-0.151427475,0.433432015,0.016095489,-0.257430587,1.08385265,-0.132241795,-0.484906173,-0.378494087,0.416533121,-0.005379623,-0.452754784,0.005379623,-0.059880968,0.366139468,0.077960645,-0.160585106,0.519270378,0.159537286
M0QYH7,-0.055117659,-0.235666493,-0.559188817,-0.490445908,0.067213011,NA,NA,0.335431693,0.671652942,0.445361211,-0.091339581,0.72208801,0.233350825,-0.210706885,0.191097841,NA,-0.030750243,0
Q14767,0.165435851,-0.232468877,NA,-0.520191702,0,-0.621505747,-0.194286468,0.855651934,-0.217627941,0.022847792,NA,-0.233268377,1.631949196,NA,0.973178589,3.299990127,0.016668054,-0.766458586
Q8NEW0,-0.153422219,-0.100177358,-0.212653985,0.067265075,-0.214670776,0.068063407,-0.246618435,-0.001876628,0.321671201,-0.000365692,0.185400295,0.126474368,0.040542577,-0.080357065,0.055253001,0.252610893,0.000365692,-0.17717703
Q9H6Y7,0.011684319,-0.041660145,-0.233185745,-0.207792932,0.348604007,-0.824345732,0.028643139,0.095731643,-0.340646981,0.168122807,0.003374634,-0.003374634,0.422074411,0.285016233,-0.286740234,0.589573989,-0.542508895,-0.027783289
Q8N4V1,0.359975547,-0.007071378,0.164994584,-0.493840101,-0.499586583,-0.730939941,0.414797757,0.618719364,-0.621945587,0.506768316,0.007071378,0.178999727,0.657097462,0.577343223,-0.204332678,-0.072068689,-0.298328929,-0.251587927
J3KR51,0.251448589,-0.335522449,-0.52064491,0.113282318,0.279706849,0.299443792,0.060113257,-1.425144387,0.618618409,0.668860071,-0.060113257,0.153044885,-0.39009744,-0.100252648,-0.727371333,-1.881795961,-0.728608419,0.199934421
Q9HAC8,-0.179127479,0.613592586,-0.028294758,-0.771736126,-0.108425415,-0.316578982,-0.337505215,0.256112322,0.028294758,-0.394035567,-0.208153569,0.19857345,1.51890173,-0.123442937,0.258871667,0.699194363,0.700706655,0.484771501
Q9H0K1,-0.297373607,0.404066288,-0.027665324,-0.574663202,-0.139103587,-0.355226838,-0.280725723,-0.390202058,0.253690406,0.165361325,0.154309927,0.286629209,0.030648417,-0.127595138,0.102182871,0.140002799,0.027665324,-0.358585769
Q9P2C4,-0.244255055,-0.016914008,0.263567509,0.227417677,-0.242704613,-0.051013921,-0.387740985,0.0991932,-0.180652834,-0.316918751,0.016914008,-0.626146897,0.519583465,0.485325065,0.2381169,0.486241352,-0.229102794,0.494730081
Q99759-2,NA,0.518309029,0.336682336,0.166961554,NA,0.035896169,-0.013059538,NA,0.013059538,-0.055903505,-0.146459237,NA,NA,-0.37263781,-0.066145241,1.003444303,NA,-0.115602324
Q15788,-0.248217728,0.211295724,-0.036691726,0.026594339,-0.451874913,-0.384934128,0.209194634,-0.566983423,-0.653171864,-0.026594339,0.08933382,0.755328404,-0.29961801,-0.197285873,0.031665329,1.120164801,0.345161946,0.189245237
P17540,NA,2.213314233,0.110122814,-0.185074915,NA,NA,NA,NA,-0.763084655,-0.108173277,0,NA,NA,0.486302337,-0.483384796,NA,NA,0.221224247
Q8N8R7,0.463426482,0.402375482,0.30931779,-0.036501015,0.265044828,0.210253431,-0.045623616,-0.008037654,0.411657138,-0.255331581,-0.278139659,0.126757156,-0.146456755,-0.032921651,-0.399442818,-0.084193579,0.008037654,0.53972495
Q8IY95,0.037194573,0.526360666,0.290974115,-0.044728943,-0.056965789,0.14175414,-0.828915244,-0.952900509,0.048403519,0.103403222,-1.039649675,-0.26045412,0.285539207,-0.094911215,-0.037194573,0.148047698,-0.545299343,0.116796178
Q9NVW2,-0.288643776,-0.91064827,0.071924693,0.039735644,-0.926373933,0.053772351,-0.298265713,0.180519496,-0.888430389,-0.343590957,0.134527158,0.145968442,0.123206814,-0.039735644,-0.40191014,-0.450663249,0.347841488,0.280705497
P23025,0.06455791,0.237861948,0.049138498,-0.049138498,-0.073280182,-0.163952412,-0.22246542,-0.304020839,0.204075291,0.736938339,-0.506227584,0.062495782,0.095799188,-0.423704385,-0.322829385,0.641592682,0.257291426,-0.273141301
Q8TCZ2,0.108864505,-0.445451349,-0.450070165,-0.034019084,-0.442720503,0.034019084,-0.335529116,-0.706102166,-0.685574645,-0.820295525,-0.592107441,0.419898313,1.621188361,1.398472347,0.947422237,0.629125381,0.622729812,1.406178725
Q8NHZ8,0.362192796,0.151769243,-0.178625138,-0.121342761,0.240738815,0.016906625,-0.016906625,-0.254346167,0.172858778,0.145771548,-0.436034143,-0.422292948,0.313897579,-0.720799869,-0.376939575,-0.145887477,0.15612915,0.331017969
O94921,-0.101068622,-0.020178523,0.180333316,-0.713892306,0.177471298,-0.286441685,-0.225841189,0.041637975,-0.236595737,0.770101897,-0.126484784,0.094433243,-0.27766942,0.973019255,0.420720282,0.257306581,0.020178523,-0.085698328
Q8WUZ0,-0.148101014,-0.067144532,0.043644397,0.127801537,-0.221439621,-0.018058052,-0.170419072,0.300823791,0.14800862,0.018058052,0.395889948,0.112130965,-0.198470418,0.467492826,-0.316216053,0.057556731,-0.452407074,-0.181307457
Q5U5X0,-0.359982502,0.636573394,-0.310350771,0.356998594,-0.702694962,0.044043954,-0.017129514,-0.401766988,-0.638122268,0.708228372,-0.622132466,0.053497209,0.25129513,0.074401195,-0.585233776,0.017129514,-0.336653725,0.098131423
Q5VYV7,0.149756365,0.502771758,0.108359116,-0.06376408,0.397017678,-0.22069392,-0.032360927,0.54705472,-0.169096535,0.029566884,0.162104405,-0.239081271,0.187271476,-0.203308088,-0.557767622,0.217149477,-0.200069948,-0.029566884
O00212,0.842021316,0.842164063,1.259625263,-0.793591414,0.796685339,-0.637519173,-0.022667016,-0.441123949,0.099920152,0.337339456,0.021892296,-0.170447337,-0.308203145,-0.009489418,-0.346995846,-0.573046796,0.087971497,0.009489418
O94941,-0.321098832,-0.239752068,-0.289928594,0.006103761,0.329545512,0.659438704,0.093580552,0.268915745,-0.554549193,-0.245640461,0.124784782,0.223795477,-0.064019832,-0.006103761,-0.1644712,0.147912206,-0.048825087,0.052960794
A0A1B0GU24,0.295454657,0.123628701,0.705347481,0.260207501,0.045869476,0.1099405,-0.045869476,-0.134403262,-0.432972105,-0.401313895,-0.379085592,-0.107452608,-0.122664122,0.235671624,-0.205709648,0.791484403,0.198319033,-0.231379303
Q9NWM3,0.911031904,1.20187127,1.208487681,-0.64293256,1.257694981,-1.025817652,-0.769913783,0.20370533,-0.576688093,-0.060879194,-0.071781574,-0.850413876,-0.298865855,0.317107357,0.060879194,1.088428749,0.178917907,-0.398099444
Q96IQ9-2,-0.268470186,0.049623818,-0.239303075,-0.35825151,0.082325877,-0.236189599,-0.289367287,-0.158874764,0.35221221,0.166558799,0.357094416,-0.119942407,0.093485798,0.232205014,-0.049623818,0.260651145,-0.078837663,0.272924688
Q9Y2C4,0.684765006,0.517391641,0.004433181,0.772331332,-0.290837034,0.544256786,0.651069398,-0.128653762,-0.05706153,-0.055461337,-0.004433181,-0.340386012,0.303857088,0.00562473,-0.030917557,0.349070628,-0.2085925,-0.018156268
O76080,-0.994253766,-0.882490645,0.033610672,0.362610882,-0.280527448,0.395838327,-0.373627527,0.320254005,-0.497956621,-0.014483698,0.284426463,0.281942634,0.014483698,-0.206854116,-0.437378859,0.189351083,-0.05789364,0.82316243
Q8N5L8,-0.424744951,-0.038907062,-0.828958457,0.44350833,0.28179367,0.263978391,-0.626825532,-0.174185431,-0.016944029,0.016944029,-0.234124586,0.738279495,-0.11805426,0.390557006,0.19896889,0.14558151,-0.142599895,0.43344958
Q969P6,0.450654758,-0.406816135,-0.359504083,-0.512087803,0.714405135,-0.750234552,-0.238304478,0.654918975,0.519525254,0.103446724,0.180434193,-0.105542678,0.298834943,0.274785556,-0.103446724,-0.712845635,-0.601528068,0.636004659
Q8NC74,0.491408054,0.469352344,0.182834721,1.008489072,0.551760247,0.809423118,0.499541442,-0.217964728,-0.182834721,-0.185375367,0.238291373,0.319169438,-0.813078388,-0.720356436,-0.537332262,-0.258412584,-0.806387539,-0.669719202
P15954,0.204399652,0.538842902,0.12563379,0.04712125,0.247637064,0.389787558,-0.405309658,-0.284943019,-0.77782092,-0.188223824,-0.037505844,0.456695193,0.165464244,0.037505844,-0.872255487,-0.979821544,-0.384414328,-0.083353544
O15229,-0.373155223,0.95547956,0.562979525,2.286451405,1.563332247,1.420913152,1.913794967,-0.076220584,-0.351485115,-0.008911353,0.008911353,0.750034686,0.563811904,-0.492525228,-0.415731211,-0.09502014,-0.266975716,-0.228796502
Q9NV35,-0.210693639,-0.396701442,-0.33464281,0.499581181,-0.119067259,0.291480444,0.451978962,0.09651239,0.596885895,0.010739495,-0.106202724,-0.71752509,0.214909555,-0.010739495,-0.251099497,-0.283485767,0.055164328,0.316218537
Q6IPU0,0.222181325,0.1268032,-0.04972578,-0.549612197,0.539518888,-0.106988416,-0.205313929,0.229757558,-0.17159736,0.270930445,0.067662363,-0.160777181,0.04972578,-0.215573974,-0.215128291,0.211341823,0.265075456,-0.136957602
Q5TBC7,-0.016178514,-0.369045713,0.01336248,-0.01336248,0.305380224,-1.121235458,-0.175890249,0.261513988,-0.432545766,-0.244727298,3.624400459,0.020880609,0.215372015,0.085144464,0.054562348,-0.626506685,0.356112303,-0.250659768
P14316,-0.223176675,0.131409466,-0.271689883,0.133688438,0.323805844,-0.451502483,-0.029364222,0.037325476,0.479289889,0.166728624,-0.02640488,-0.008730264,-0.241865721,0.148072549,-0.386816386,0.008730264,-0.117853977,0.108981241
Q8N983,-0.338017907,0.089132091,0.217812675,0.480653768,0.581659098,0.639417906,-0.095404588,0.054407342,-0.298922154,-0.22560106,-0.277713528,0.47550651,0.045689303,0.065021859,-0.286267481,-0.303646696,-0.045689303,-0.124631065
Q8NHY2,0.085288076,0.009786222,0.152503718,-0.009786222,-0.206251914,0.212705211,0.357139968,-0.267447601,-0.202428374,-0.189390235,0.459111389,0.635619523,-0.265570262,-0.232657979,-0.232812143,-0.014484389,0.024277427,0.426212345
Q02539,-0.941792859,-1.4580886,-1.194547007,-1.343434623,-0.82257744,-1.212309107,2.093941963,1.728721664,1.883939169,1.486848899,0.946971556,2.107393299,0.921182592,-0.346946869,-0.478009294,0.346946869,-0.745409215,1.868836669
O60299,-0.654913223,0.373734147,-0.561371215,0.145659144,-0.405015696,-0.421164687,-0.581991107,1.091707677,-0.145659144,1.232116603,-0.830964905,1.147112611,0.198026265,0.221923554,0.874095232,1.317030171,-0.451651766,-0.273190087
Q9HBU6,-0.356267098,0.161210559,0.333474816,-0.298790268,0.125609294,0.031537695,-0.031537695,0.198387201,-0.079940274,-0.118866159,0.147775804,0.046009872,-0.365603435,0.118610603,-0.480326346,-0.725445332,-0.268373692,0.439004576
Q9NRP2,0.71363458,0.072826262,-0.02646232,-0.473963171,-0.069522899,-0.435701009,0.25711995,-0.613360505,-0.60046194,0.168254629,0.02646232,0.245213611,0.311746377,0.074259413,-0.445896955,-0.767141404,-0.219387151,0.301389767
Q9H875,0.6505873,0.13631883,0.170102355,0.241091214,0.093697062,0.510519698,-0.315978943,-0.256023897,-0.02594313,-0.110525591,0.285026314,0.017187055,-0.376365968,0.313120072,-0.229567938,-0.017187055,-0.28153148,-0.04138196
Q96C03-3,-0.060230312,0.819237295,-0.253533693,0.172431395,0.060230312,0.174661531,1.160744376,-0.08795107,-0.308908049,0.077342602,-0.187469112,-0.20265103,0.261321397,0.345569574,-0.284612854,-0.489449158,-0.068574437,0.091752111
Q96FL9,0.003099395,-0.516128516,0.139167231,-0.411254928,-0.075117145,-0.475585135,0.213942191,0.663804025,1.02882214,-0.112379135,0.380427687,0.584049406,0.404237879,-0.003099395,-0.515263172,-0.248959268,-0.180339523,0.33289536
Q15831,0.403566045,-0.063983709,0.100116061,-0.601968152,0.082517166,-0.21959591,-0.105068959,-0.174088058,0.324902308,-0.140008235,-0.272321829,0.042232924,0.144105777,-0.042232924,0.138161822,0.179998371,0.275876708,-0.313408991
Q96CD0,0.107049036,-0.059060022,0.639571127,0.126444991,-0.024852851,-0.484091395,-0.196388346,-0.377733875,-0.055414718,0.27130217,-0.106247929,0.107333186,0.638907868,1.064437946,0.024852851,-0.279974976,0.036337642,-0.100225456
Q9UN70,0.235854174,0.623476568,-1.000220636,-1.461426695,-0.168464654,-0.633018002,-0.379601744,0.3133072,-0.765125903,-0.002055075,1.174398836,0.434334308,2.70544741,-0.003042661,1.557024587,2.326454172,0.002055075,-0.533987334
P50238,-0.621967526,3.604886064,5.542069259,0.182892401,3.75375838,-1.085271374,-0.817054117,-0.095717735,1.191504497,0.03910771,3.852465464,-1.073564494,-1.077835058,0.714071498,-0.03910771,-1.426234769,-1.139350931,0.207637817
J3QR62,NA,0,NA,-0.178667575,NA,0.037170726,0.254993191,NA,-0.152080572,-0.027453918,NA,NA,NA,NA,-0.027453918,0.367906097,NA,0.274148144
Q9HC21,-0.075722359,0.788216267,0.164154032,0.982287781,0.647030652,1.141458781,-0.290824098,0.162136701,-0.114487257,-0.047415549,0.422082775,1.094527435,0.047415549,-0.572902641,-0.522755272,-0.40626782,-0.186414468,-0.273699417
O00463,0.320033252,-0.165994937,1.706729368,-0.1663065,0.882754159,-0.538463739,-0.706715525,0.431083767,-0.086466787,-0.252729293,0.719746254,-0.006010457,-0.164629956,-0.178261009,1.475678894,0.895796782,0.395295995,0.006010457
Q12766,0.065157981,-0.638675911,0.007153219,-0.595060078,-0.007153219,0.325103439,0.044231622,-0.080521616,0.999487407,0.065609825,-0.376281202,-0.241735808,-0.251082838,0.110728658,-0.606220664,0.647652211,0.058527507,-0.16557773
O95436-2,-0.251465519,0.001664968,1.990323363,0.038627581,-0.428132913,NA,NA,0.902552333,-0.204273997,0.173745407,2.283474434,0.665701385,-0.298561079,-0.07720451,0,NA,-0.234266081,-0.309762714
